Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Sunset Park,40.64510294925429,-74.01031618527784,GNC,40.643198,-74.01193599999999,Supplement Shop
Sunset Park,40.64510294925429,-74.01031618527784,New York & Company,40.643407,-74.0125,Women's Store
Sunset Park,40.64510294925429,-74.01031618527784,Richie's Gym,40.64535371655458,-74.01360934784394,Gym
Sunset Park,40.64510294925429,-74.01031618527784,GameStop,40.642815,-74.013064,Video Game Store
Sunset Park,40.64510294925429,-74.01031618527784,Savoy Bakery,40.64924978201449,-74.00954391029605,Bakery
Sunset Park,40.64510294925429,-74.01031618527784,Subway,40.64156410628253,-74.01378751427,Sandwich Place
Sunset Park,40.64510294925429,-74.01031618527784,Rite Aid,40.6436249,-74.0121408,Pharmacy
Sunset Park,40.64510294925429,-74.01031618527784,Vanessa Mini Market & Deli,40.64626696997145,-74.004893778688,Deli / Bodega
Greenpoint,40.7302009848647,-73.95424093127393,Karczma,40.730101974807546,-73.95509198443229,Polish Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Sunshine Laundry & Pinball Emporium,40.7293178142063,-73.9535637531202,Laundry Service
Greenpoint,40.7302009848647,-73.95424093127393,Oxomoco,40.72998107593486,-73.95546049139082,Mexican Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,goodyoga,40.7300096443983,-73.95616742816873,Yoga Studio
Greenpoint,40.7302009848647,-73.95424093127393,Temkin’s,40.73038927664983,-73.9535536738992,Bar
Greenpoint,40.7302009848647,-73.95424093127393,Early,40.732069,-73.954721,Café
Greenpoint,40.7302009848647,-73.95424093127393,Friducha,40.731512,-73.954281,Mexican Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Chiko,40.731871,-73.954369,Sushi Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Brooklyn Craft Company,40.730356781664725,-73.9531389191909,Arts & Crafts Store
Greenpoint,40.7302009848647,-73.95424093127393,Citroën,40.731173193581775,-73.95452252962613,French Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Black Rabbit,40.73005701987417,-73.95658766171472,Bar
Greenpoint,40.7302009848647,-73.95424093127393,IncrediPole,40.73183806374288,-73.9550688958426,Gymnastics Gym
Greenpoint,40.7302009848647,-73.95424093127393,Fornino,40.72895139078759,-73.95386181678641,Pizza Place
Greenpoint,40.7302009848647,-73.95424093127393,Freckle,40.72999058274405,-73.95712852478027,Spa
Greenpoint,40.7302009848647,-73.95424093127393,Cafe Riviera,40.728513705692265,-73.95347725897479,Café
Greenpoint,40.7302009848647,-73.95424093127393,Captured Tracks,40.72841660515447,-73.95278084064341,Record Shop
Greenpoint,40.7302009848647,-73.95424093127393,The Garden,40.73075955089971,-73.95450192435896,Grocery Store
Greenpoint,40.7302009848647,-73.95424093127393,Jungle Cafe,40.730201,-73.954761,Vegetarian / Vegan Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Ramona,40.7302487948735,-73.95773857882399,Cocktail Bar
Greenpoint,40.7302009848647,-73.95424093127393,home of the brave,40.73006815020751,-73.95764491346982,Furniture / Home Store
Greenpoint,40.7302009848647,-73.95424093127393,Homecoming,40.72969603048622,-73.95752484054493,Coffee Shop
Greenpoint,40.7302009848647,-73.95424093127393,Brouwerij Lane,40.72980862404411,-73.95782313133313,Beer Store
Greenpoint,40.7302009848647,-73.95424093127393,WORD Brooklyn,40.72907186450759,-73.95748238034669,Bookstore
Greenpoint,40.7302009848647,-73.95424093127393,Pencil Factory,40.729762,-73.957391,Bar
Greenpoint,40.7302009848647,-73.95424093127393,Broken Land,40.7295073878696,-73.95762309969912,Cocktail Bar
Greenpoint,40.7302009848647,-73.95424093127393,Archestratus Books & Foods,40.732905,-73.955365,Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,God Bless USA Deli,40.728267182331756,-73.95338411193785,Deli / Bodega
Greenpoint,40.7302009848647,-73.95424093127393,Duke's Liquor Box,40.73097565550042,-73.95782346176593,Liquor Store
Greenpoint,40.7302009848647,-73.95424093127393,Adelina's,40.730301301138475,-73.95335193287592,Italian Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,The Brew Inn,40.731031,-73.954191,Gastropub
Greenpoint,40.7302009848647,-73.95424093127393,Littleneck Outpost,40.729209,-73.957422,Sandwich Place
Greenpoint,40.7302009848647,-73.95424093127393,Sama Street,40.732702,-73.954613,Cocktail Bar
Greenpoint,40.7302009848647,-73.95424093127393,Wolves Within,40.73123934497688,-73.95777217896588,Boutique
Greenpoint,40.7302009848647,-73.95424093127393,odd fox,40.73267268846633,-73.95454999352046,Coffee Shop
Greenpoint,40.7302009848647,-73.95424093127393,Elder Greene,40.73062110833443,-73.95769664253251,Bar
Greenpoint,40.7302009848647,-73.95424093127393,Paulie Gee's Slice Shop,40.728444159891396,-73.95734068765103,Pizza Place
Greenpoint,40.7302009848647,-73.95424093127393,Maman,40.730427,-73.958035,Coffee Shop
Greenpoint,40.7302009848647,-73.95424093127393,New Love City,40.729760304268,-73.95824733769165,Yoga Studio
Greenpoint,40.7302009848647,-73.95424093127393,Dandelion Wine,40.731716671588636,-73.95790091208669,Wine Shop
Greenpoint,40.7302009848647,-73.95424093127393,Đi ăn Đi,40.7298006838517,-73.9582564594443,Vietnamese Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Threes @ Franklin + Kent,40.730444597560535,-73.9577290086825,Beer Bar
Greenpoint,40.7302009848647,-73.95424093127393,Master Piece Vape & Smoke Shop,40.73226733877689,-73.95478366033807,Vape Store
Greenpoint,40.7302009848647,-73.95424093127393,Paulie Gee’s,40.729801246987186,-73.95852046352437,Pizza Place
Greenpoint,40.7302009848647,-73.95424093127393,Esme,40.73313714246883,-73.95481279617375,New American Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Magazine,40.72929052666392,-73.95750082352023,Cocktail Bar
Greenpoint,40.7302009848647,-73.95424093127393,Oak & Iron,40.73145088519275,-73.95784867738203,Bar
Greenpoint,40.7302009848647,-73.95424093127393,Pelicana Chicken,40.731452410096246,-73.95450966745076,Fried Chicken Joint
Greenpoint,40.7302009848647,-73.95424093127393,pas mal,40.72935871900762,-73.95752161339296,Boutique
Greenpoint,40.7302009848647,-73.95424093127393,Upright Coffee,40.72933199515132,-73.9538915154595,Coffee Shop
Greenpoint,40.7302009848647,-73.95424093127393,The Moonlight Mile,40.73206003215346,-73.95790395558619,Whisky Bar
Greenpoint,40.7302009848647,-73.95424093127393,Brooklyn Whiskers,40.733314122944364,-73.95479140606002,Bakery
Greenpoint,40.7302009848647,-73.95424093127393,Bellocq,40.73037188233206,-73.95921311917728,Tea Room
Greenpoint,40.7302009848647,-73.95424093127393,Ott,40.732350431719375,-73.95452501167034,Thai Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Café de Colombia,40.730526,-73.951822,Coffee Shop
Greenpoint,40.7302009848647,-73.95424093127393,Academy Records Annex,40.7278199628122,-73.95747977734698,Record Shop
Greenpoint,40.7302009848647,-73.95424093127393,Troost,40.73349590190173,-73.95492785042778,Cocktail Bar
Greenpoint,40.7302009848647,-73.95424093127393,Sakura 6,40.72880445934397,-73.95368298528952,Sushi Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Good Room,40.726930160787276,-73.95297436245761,Nightclub
Greenpoint,40.7302009848647,-73.95424093127393,Chez Ma Tante,40.726932060395754,-73.95725041012756,French Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Ovenly,40.729707682840896,-73.95954448458306,Bakery
Greenpoint,40.7302009848647,-73.95424093127393,Brooklyn-Queens Border,40.73033963685449,-73.9515415355313,Other Great Outdoors
Greenpoint,40.7302009848647,-73.95424093127393,Mr. Berry,40.72998958855696,-73.95413898249976,Fruit & Vegetable Store
Greenpoint,40.7302009848647,-73.95424093127393,Capri Social Club,40.72779228924773,-73.95421298350264,Bar
Greenpoint,40.7302009848647,-73.95424093127393,Italy Pizza,40.727711857496196,-73.95305085278082,Pizza Place
Greenpoint,40.7302009848647,-73.95424093127393,Maha Rose,40.73352898609119,-73.95747338180999,Yoga Studio
Greenpoint,40.7302009848647,-73.95424093127393,Naked Dog,40.7312918882724,-73.95947690314539,Italian Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Baker's Dozen,40.72753862263256,-73.95292838140413,Bagel Shop
Greenpoint,40.7302009848647,-73.95424093127393,Peter Pan Donut & Pastry Shop,40.726102,-73.952252,Donut Shop
Greenpoint,40.7302009848647,-73.95424093127393,Anella,40.73327191911455,-73.95801948957296,American Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,West Wine Bar,40.7289264310201,-73.95897548309165,Wine Bar
Greenpoint,40.7302009848647,-73.95424093127393,Java Studios,40.731753280494296,-73.94998828643834,Coworking Space
Greenpoint,40.7302009848647,-73.95424093127393,The Diamond,40.72683338071467,-73.95731389720854,Bar
Greenpoint,40.7302009848647,-73.95424093127393,Madre,40.73304,-73.95796,Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Triskelion Arts,40.72702845479533,-73.9566549430326,Dance Studio
Greenpoint,40.7302009848647,-73.95424093127393,Alameda,40.7334267350945,-73.95820087509992,New American Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,3 Roots,40.731958168951394,-73.95792042052904,Juice Bar
Greenpoint,40.7302009848647,-73.95424093127393,Sweetleaf,40.734431143292184,-73.95542611092719,Coffee Shop
Greenpoint,40.7302009848647,-73.95424093127393,Record Grouch,40.73266972419425,-73.95463594329628,Record Shop
Greenpoint,40.7302009848647,-73.95424093127393,Polka Dot,40.72607234859372,-73.95210119026234,Polish Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Grand Republic Cocktail Club,40.72972222591839,-73.95989711429449,Cocktail Bar
Greenpoint,40.7302009848647,-73.95424093127393,Le Gamin,40.72828009841782,-73.95733511406732,French Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Alter,40.729681881443824,-73.95761014205056,Boutique
Greenpoint,40.7302009848647,-73.95424093127393,Vamos Al Tequila,40.730715435561976,-73.95771406506972,Mexican Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Russ Pizza,40.72645867309902,-73.95235989468806,Pizza Place
Greenpoint,40.7302009848647,-73.95424093127393,Getaway,40.733705,-73.955189,Bar
Greenpoint,40.7302009848647,-73.95424093127393,American Playground,40.728676171614346,-73.957704297801,Playground
Greenpoint,40.7302009848647,-73.95424093127393,Franklin Guest House,40.733048739775676,-73.95806238816328,Hotel
Greenpoint,40.7302009848647,-73.95424093127393,Oasis,40.72900062533678,-73.95038557156246,Falafel Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Dashing Diva,40.726685237613374,-73.95246906529164,Nail Salon
Greenpoint,40.7302009848647,-73.95424093127393,Vittles,40.72783349952013,-73.95698783339796,Café
Greenpoint,40.7302009848647,-73.95424093127393,Enterprise Rent-A-Car,40.731486732580755,-73.95133535564355,Rental Car Location
Greenpoint,40.7302009848647,-73.95424093127393,21 Greenpoint,40.72973145449354,-73.95989263835487,Bar
Greenpoint,40.7302009848647,-73.95424093127393,Wilcoxson Ceramics studio,40.728776,-73.95912,Furniture / Home Store
Greenpoint,40.7302009848647,-73.95424093127393,Triangolo Pizzeria,40.7336509812184,-73.95482948305418,Pizza Place
Greenpoint,40.7302009848647,-73.95424093127393,Greenpoint Natural Market,40.73380695718071,-73.95491561381318,Organic Grocery
Greenpoint,40.7302009848647,-73.95424093127393,KanaHashi,40.73261526084619,-73.95467545941128,Sushi Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Antidote,40.7321731028254,-73.95796195040131,Tea Room
Greenpoint,40.7302009848647,-73.95424093127393,Agra Taj Mahal,40.733321,-73.954928,Indian Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Franklin Corner Cafe,40.73280533069672,-73.95808134585396,Deli / Bodega
Greenpoint,40.7302009848647,-73.95424093127393,Casanova Family Italian Restaurant & Pizzeria,40.7340567527229,-73.95208213969691,Pizza Place
Gravesend,40.59526001306593,-73.97347087708445,Joe's of Avenue U,40.596970812269824,-73.9736772701698,Italian Restaurant
Gravesend,40.59526001306593,-73.97347087708445,Nuccios Bakery,40.597097,-73.97448299999999,Bakery
Gravesend,40.59526001306593,-73.97347087708445,Living Room Cafe,40.59643872110103,-73.97758308781751,Lounge
Gravesend,40.59526001306593,-73.97347087708445,Dunkin',40.596808421152225,-73.97669432055227,Donut Shop
Gravesend,40.59526001306593,-73.97347087708445,Ciccio's,40.59667201492687,-73.97634043335019,Pizza Place
Gravesend,40.59526001306593,-73.97347087708445,Blue Velvet Lounge,40.59716172710791,-73.97159910456925,Bar
Gravesend,40.59526001306593,-73.97347087708445,Elegante Pastry Shop,40.596633000000004,-73.97818199999999,Bakery
Gravesend,40.59526001306593,-73.97347087708445,Lounge Bar Cave,40.59574582387017,-73.97347166058043,Lounge
Gravesend,40.59526001306593,-73.97347087708445,Rite Aid,40.59675624624044,-73.97545660425911,Pharmacy
Gravesend,40.59526001306593,-73.97347087708445,Papa John's Pizza,40.596748555126595,-73.97705042270184,Pizza Place
Gravesend,40.59526001306593,-73.97347087708445,OMG MMA,40.59521770254833,-73.97404789924622,Martial Arts Dojo
Gravesend,40.59526001306593,-73.97347087708445,Gravesend Our Lady Of Grace Field,40.5949923550755,-73.97140026316572,Baseball Field
Gravesend,40.59526001306593,-73.97347087708445,Express Deli and Grocery,40.596969772068746,-73.9729632662896,Deli / Bodega
Gravesend,40.59526001306593,-73.97347087708445,The 2FL VIP Lounge,40.59713698167051,-73.97354944572112,Lounge
Gravesend,40.59526001306593,-73.97347087708445,Baby Central,40.592692184013515,-73.9738655090332,Furniture / Home Store
Gravesend,40.59526001306593,-73.97347087708445,Altech Electronics Inc,40.5979,-73.973418,Electronics Store
Gravesend,40.59526001306593,-73.97347087708445,Music Spirit On U,40.596362,-73.976816,Music Store
Gravesend,40.59526001306593,-73.97347087708445,A & Z Nails,40.59627914545449,-73.97739857675703,Spa
Gravesend,40.59526001306593,-73.97347087708445,MTA B3 - E 2nd St.,40.597302,-73.969856,Bus Station
Gravesend,40.59526001306593,-73.97347087708445,Vinny's Lunchbox,40.596635,-73.97796600000001,Diner
Gravesend,40.59526001306593,-73.97347087708445,Passion Cafe,40.596619,-73.978109,Hookah Bar
Gravesend,40.59526001306593,-73.97347087708445,5 Kings Liquors,40.596416147163026,-73.97856365382246,Liquor Store
Gravesend,40.59526001306593,-73.97347087708445,Avenue U Eagle Kitchen,40.596140000000005,-73.978737,Chinese Restaurant
Gravesend,40.59526001306593,-73.97347087708445,Kennedy Fried Chicken & Pizza,40.592560999999996,-73.977968,Pizza Place
Gravesend,40.59526001306593,-73.97347087708445,Choy Le Chinese Restaraunt,40.597537,-73.968531,Chinese Restaurant
Gravesend,40.59526001306593,-73.97347087708445,Y&H Nail Salon,40.592130694611754,-73.97758797400179,Cosmetics Shop
Gravesend,40.59526001306593,-73.97347087708445,Mta - B1/B4 (86th Str & West 7th),40.59249571757759,-73.97811190551315,Bus Station
Brighton Beach,40.57682506566604,-73.96509448785336,Taste of Russia,40.57662179440902,-73.96639525809995,Gourmet Shop
Brighton Beach,40.57682506566604,-73.96509448785336,Vintage Gourmet Foods,40.577245,-73.964573,Food & Drink Shop
Brighton Beach,40.57682506566604,-73.96509448785336,Georgian House in NYC,40.576636447982054,-73.96723778621237,Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Brighton Boardwalk E,40.57609789620386,-73.96286048392786,Other Great Outdoors
Brighton Beach,40.57682506566604,-73.96509448785336,Beyti Turkish Kebab,40.57725621107341,-73.96273041029376,Mediterranean Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Ocean View Cafe,40.57698137121013,-73.96421936506339,Diner
Brighton Beach,40.57682506566604,-73.96509448785336,Güllüoğlu Baklava & Cafe,40.576748189880746,-73.96599329968467,Dessert Shop
Brighton Beach,40.57682506566604,-73.96509448785336,Little Russia,40.57769027608543,-73.96158037955199,Neighborhood
Brighton Beach,40.57682506566604,-73.96509448785336,Cafe Euroasia,40.577408,-73.961244,Eastern European Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Skovorodka,40.57785097056201,-73.96096839229678,Russian Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Ocean Parkway Beach,40.57471289946765,-73.9698053154773,Beach
Brighton Beach,40.57682506566604,-73.96509448785336,Brighton Beach,40.57551750589999,-73.96237246820378,Neighborhood
Brighton Beach,40.57682506566604,-73.96509448785336,Cafe At Your Mother-in-Law,40.57757524231774,-73.96344895612154,Korean Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Varenichnaya,40.57647409588094,-73.96504984923254,Varenyky restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Sachiko Sushi,40.57637953033672,-73.9657966583925,Sushi Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Duane Reade,40.5766015,-73.9679559,Pharmacy
Brighton Beach,40.57682506566604,-73.96509448785336,Saint-Petersburg Books Music Video,40.576455091807674,-73.96616384293353,Bookstore
Brighton Beach,40.57682506566604,-73.96509448785336,Tacos El Rey,40.57874555670518,-73.95977893543797,Taco Place
Brighton Beach,40.57682506566604,-73.96509448785336,Tashkent Supermarket,40.57816721980191,-73.9597373845226,Supermarket
Brighton Beach,40.57682506566604,-73.96509448785336,"Shorefront YM-YWHA of Brighton - Manhattan Beach, Inc.",40.575760976946945,-73.9598304205464,Non-Profit
Brighton Beach,40.57682506566604,-73.96509448785336,Umi Japanese Cuisine,40.57660875217304,-73.96666710268828,Sushi Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,The National,40.57699238667643,-73.96487048242537,Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,GNC,40.577424,-73.961102,Supplement Shop
Brighton Beach,40.57682506566604,-73.96509448785336,Chase Bank,40.576108000000005,-73.967106,Bank
Brighton Beach,40.57682506566604,-73.96509448785336,Dunkin',40.57812333890426,-73.96026047362807,Donut Shop
Brighton Beach,40.57682506566604,-73.96509448785336,Velvet Rope Lounge,40.577514210027644,-73.95949301557947,Lounge
Brighton Beach,40.57682506566604,-73.96509448785336,Tatiana Restaurant,40.575107783043585,-73.96158112357719,Russian Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Best Buy Best Food,40.577574086766454,-73.96292412220282,Grocery Store
Brighton Beach,40.57682506566604,-73.96509448785336,Berikoni - Brick Oven Bread,40.576615000000004,-73.96735,Bakery
Brighton Beach,40.57682506566604,-73.96509448785336,Starbucks,40.57784143,-73.96120404,Coffee Shop
Brighton Beach,40.57682506566604,-73.96509448785336,AT&T,40.577465999999994,-73.960782,Mobile Phone Shop
Brighton Beach,40.57682506566604,-73.96509448785336,Brighton Playground,40.575391107735655,-73.9650043514128,Playground
Brighton Beach,40.57682506566604,-73.96509448785336,Wendy's,40.57788310107806,-73.96083749519804,Fast Food Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Popeyes Louisiana Kitchen,40.57812,-73.960336,Fried Chicken Joint
Brighton Beach,40.57682506566604,-73.96509448785336,Tatiana Cafe,40.574914,-73.9627,Eastern European Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,7-Eleven,40.5776983,-73.9601625,Convenience Store
Brighton Beach,40.57682506566604,-73.96509448785336,Gold Label Gourmet Food,40.57708462497956,-73.96452675359363,Gourmet Shop
Brighton Beach,40.57682506566604,-73.96509448785336,Vis à Vis,40.57547078390959,-73.96910308656875,Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Домашняя кухня,40.577244,-73.962071,Eastern European Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,T-Mobile,40.577583000000004,-73.960075,Mobile Phone Shop
Brighton Beach,40.57682506566604,-73.96509448785336,Volna Café,40.57499280167667,-73.96275752289714,Russian Restaurant
Brighton Beach,40.57682506566604,-73.96509448785336,Chase Bank,40.5778717,-73.9594048,Bank
Brighton Beach,40.57682506566604,-73.96509448785336,Walgreens,40.5780859,-73.9600786,Pharmacy
Brighton Beach,40.57682506566604,-73.96509448785336,Grimaldo's Chair,40.573999,-73.963074,Beach
Brighton Beach,40.57682506566604,-73.96509448785336,Ocean parkway reigelmans boardwalk,40.57475605098404,-73.96858278964022,Beach
Sheepshead Bay,40.58689012678384,-73.94318640482979,Opera Cafe Lounge,40.58384173638549,-73.94448064550176,Turkish Restaurant
Sheepshead Bay,40.58689012678384,-73.94318640482979,Roll N Roaster,40.584143455001524,-73.93955540497697,Sandwich Place
Sheepshead Bay,40.58689012678384,-73.94318640482979,Liman Restaurant,40.58336786775719,-73.94105317526062,Turkish Restaurant
Sheepshead Bay,40.58689012678384,-73.94318640482979,Hot Spot Yoga,40.584449012715766,-73.94503564581134,Yoga Studio
Sheepshead Bay,40.58689012678384,-73.94318640482979,Rocca Cafe & Lounge,40.58337120337256,-73.94084083874,Turkish Restaurant
Sheepshead Bay,40.58689012678384,-73.94318640482979,Cats on the Bay,40.583823962132676,-73.94684939065917,Restaurant
Sheepshead Bay,40.58689012678384,-73.94318640482979,Emmons Palace,40.583975,-73.944485,Dessert Shop
Sheepshead Bay,40.58689012678384,-73.94318640482979,Dessert Palace,40.58383257208411,-73.94425972743441,Dessert Shop
Sheepshead Bay,40.58689012678384,-73.94318640482979,Il Fornetto,40.58337792928743,-73.93948662464095,Italian Restaurant
Sheepshead Bay,40.58689012678384,-73.94318640482979,Yogurt City,40.583854707888854,-73.94662980777206,Dessert Shop
Sheepshead Bay,40.58689012678384,-73.94318640482979,Macy's Backstage,40.58404171060845,-73.94690041596277,Outlet Store
Sheepshead Bay,40.58689012678384,-73.94318640482979,Kouros Bay Diner,40.58976071228596,-73.93971282705247,Diner
Sheepshead Bay,40.58689012678384,-73.94318640482979,Applebee's Grill + Bar,40.58388785,-73.94323487,American Restaurant
Sheepshead Bay,40.58689012678384,-73.94318640482979,Silver Star Meats,40.59030410263241,-73.94012052434758,Grocery Store
Sheepshead Bay,40.58689012678384,-73.94318640482979,Subway Restaurant,40.589985,-73.939343,Sandwich Place
Sheepshead Bay,40.58689012678384,-73.94318640482979,Party City,40.590238165137585,-73.93963629847698,Miscellaneous Shop
Sheepshead Bay,40.58689012678384,-73.94318640482979,Connie's Pizzeria,40.59017383063587,-73.93951688663121,Pizza Place
Sheepshead Bay,40.58689012678384,-73.94318640482979,The Brass Rail,40.58877890304311,-73.94750706268368,Karaoke Bar
Sheepshead Bay,40.58689012678384,-73.94318640482979,Seaport Buffet,40.58381893954623,-73.94718755603357,Buffet
Sheepshead Bay,40.58689012678384,-73.94318640482979,Passage,40.583739446281626,-73.94706592759532,Russian Restaurant
Sheepshead Bay,40.58689012678384,-73.94318640482979,Cafe Aziza 7,40.588798807356675,-73.94750007715714,Café
Sheepshead Bay,40.58689012678384,-73.94318640482979,Opera Cafe Lunch,40.583866,-73.94452,Food Court
Sheepshead Bay,40.58689012678384,-73.94318640482979,Brooklyn VI,40.58375603958807,-73.94123751158513,Harbor / Marina
Sheepshead Bay,40.58689012678384,-73.94318640482979,XO Creperie,40.58378968428542,-73.9472308459848,Creperie
Manhattan Terrace,40.61443251335098,-73.95743840559939,Jazz. Club,40.61530735813873,-73.95474991497144,Jazz Club
Manhattan Terrace,40.61443251335098,-73.95743840559939,Benny's Brick Oven Pizza,40.61826558245511,-73.95712545664973,Pizza Place
Manhattan Terrace,40.61443251335098,-73.95743840559939,7-Eleven,40.618372666360244,-73.95845755934715,Convenience Store
Manhattan Terrace,40.61443251335098,-73.95743840559939,Dunkin',40.61051996545028,-73.95452012086679,Donut Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Studio 19 Salon & Spa,40.61052,-73.95501,Cosmetics Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Mountain Fruit of Ave M,40.61809713435007,-73.95923697282866,Grocery Store
Manhattan Terrace,40.61443251335098,-73.95743840559939,Posh Kosher Pizza,40.618352088945095,-73.95805451436021,Pizza Place
Manhattan Terrace,40.61443251335098,-73.95743840559939,Moldova Restaurant Brooklyn,40.61294186114433,-73.96286899619373,Steakhouse
Manhattan Terrace,40.61443251335098,-73.95743840559939,Oh! Bagel,40.614620194064045,-73.96320566611656,Bagel Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Organic Circle,40.618206,-73.960417,Organic Grocery
Manhattan Terrace,40.61443251335098,-73.95743840559939,Baskin-Robbins,40.6177832,-73.959673,Ice Cream Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Baskin-Robbins,40.61052689228076,-73.95454340693692,Ice Cream Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,AT&T,40.61065591108016,-73.95424375390138,Mobile Phone Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Dunkin',40.61436636178479,-73.96287380369449,Donut Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Jerusalem II Pizza,40.61794290485054,-73.96008538058996,Pizza Place
Manhattan Terrace,40.61443251335098,-73.95743840559939,Chase Bank,40.6181345,-73.9599505,Bank
Manhattan Terrace,40.61443251335098,-73.95743840559939,Masake,40.61822685283506,-73.95796086182948,Japanese Restaurant
Manhattan Terrace,40.61443251335098,-73.95743840559939,Chock Full O' Nuts,40.618160387686835,-73.95874565376455,Coffee Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Dunkin',40.610586,-73.95451700000001,Donut Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Burger Shop,40.61683306987118,-73.95919261437253,Burger Joint
Manhattan Terrace,40.61443251335098,-73.95743840559939,International News,40.61807675221801,-73.95777486481806,Deli / Bodega
Manhattan Terrace,40.61443251335098,-73.95743840559939,Meyer's Liquor,40.617683,-73.95975899999999,Liquor Store
Manhattan Terrace,40.61443251335098,-73.95743840559939,Peking Kitchen,40.618352920234514,-73.95685582296984,Chinese Restaurant
Manhattan Terrace,40.61443251335098,-73.95743840559939,Ice Cream House,40.618493513153574,-73.95733180622773,Ice Cream Shop
Manhattan Terrace,40.61443251335098,-73.95743840559939,Jerusalem 2 Pizza,40.61796910217771,-73.96010524926392,Pizza Place
Flatbush,40.63632589026677,-73.95840106533903,El Paso Mexican Grill,40.636081355334554,-73.96207928816314,Mexican Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Coffee Mob,40.635841273905065,-73.96256072887337,Coffee Shop
Flatbush,40.63632589026677,-73.95840106533903,Jamba Juice,40.636371456751796,-73.9564489438687,Juice Bar
Flatbush,40.63632589026677,-73.95840106533903,LoDuca Pizza,40.63492093049167,-73.96266286813962,Pizza Place
Flatbush,40.63632589026677,-73.95840106533903,Gyro King,40.63457481549049,-73.9627754594031,Middle Eastern Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Chase Bank,40.63439047119409,-73.96283267144632,Bank
Flatbush,40.63632589026677,-73.95840106533903,Double Dragon Chinese Restaurant,40.635112109261534,-73.96290739899798,Chinese Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Don Burrito,40.63543097378465,-73.96282905284257,Mexican Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Golden Krust Caribbean Bakery and Grill,40.634923,-73.963013,Caribbean Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Dunkin',40.635218751844334,-73.96255314847946,Donut Shop
Flatbush,40.63632589026677,-73.95840106533903,F1 Lounge,40.63972658251667,-73.95481096046801,Lounge
Flatbush,40.63632589026677,-73.95840106533903,Coffee Z,40.634682472077664,-73.96278208484142,Coffee Shop
Flatbush,40.63632589026677,-73.95840106533903,Walgreens,40.635585,-73.963827,Pharmacy
Flatbush,40.63632589026677,-73.95840106533903,Sunset Bagels,40.634338492639735,-73.96298278792874,Bagel Shop
Flatbush,40.63632589026677,-73.95840106533903,Newkirk Plaza,40.635130426037044,-73.96283295091466,Plaza
